reviews,target
believe generic tried generic somethings need sandisk trust sandisk always work make right memory trust,2
looking solution consolidate picture lenovo tablet come built mb micro sd reader gb card full great find not moved file mb card see speed issue but not formal test check capacity work expected great price amazon,2
like storage capacity little gadget purchased use smartphone sandisk shown truly reliable quality storage device company well year come gb micro memory card come adapter use purpose tend bit pricey side but beat amazon pricing go ahead get one two worthwhile investment disappointed sandisk way go,2
superb no complains ever bought galaxy pro speed come adapter lifetime warrantycons none excellent,2
ordered gig card card received state gig card though hold gig data got ripped not check day passed but appears sort scam card clearly marked gig checked card two tablet two computer gig card edit: company directed tool reformat card able get close gig data though not like using third party tool window mac linux system o able format card correctly minus star use third party tool otherwise great card received gig card ordered gig card though card marked gig card,2
plenty space pic song store sd card adaptor help easy transfer laptop hold enough data,2
bought son gopro love gopro accessory great allows film long stretch come downloads edits great product gopro,2
motorola droid razr maxx hd work fine gb sandisk card but gb card died less month sandisk replace card warranty but sandisk customer support team informs replacement process take month two month card worked flawlessly started intermittent error thought might problem phone tried gb card never problem returned gb card intermittent problem returned got worse eventually card completely died no longer recognized either phone computer connected card reader window phone act no card inserted even well seated plan update used warranty replacement card three month but least four month unreliable,0
bought daughter samsung galaxy tablet want play music time want expense paying bunch downloads bought microsdhc adapter put computer sd port put music cd collection put tablet play much want great samsung galaxy tablet,2
well work glad not fake would get bought online store piece but max transfer speed mb not advertised decent desktop usb connector half retail price but speed not advertised,1
fast reliable sd give g much ability but thinking buying gb keep mind gb fill kinda fast shoot lost photo video great sd,2
arrived time schedule purchased black friday sale price much cheaper current listing price regretting not going gb recommended coworker purchased new samsung galaxy note phone love black friday cheap item,2
faster memory use note dont problem faster transfer information really gb excellent memory,2
um nothing much really say adapter work but gave star go n sometimes sd card,1
say speed quality good price recommend everyone aware need turn first window removed expensive forget amazing,2
nowadays memory fastest write speed but even tho good speed hand sandisk good mark add even value imo specific memory card lifetime warranty got one damaged year changed really like warranty service great,2
baby samsung note not much say except seems working without flaw work,2
currently using tablet retro gaming work great lost anything speed work fine negative thing say great card,2
else say price right quality earth modern technology pair baby android got unstoppable memory machine awesome quality cheap price,2
not good typer speller : didsince could not format pc running window pro cellphone running android version republic wireless : canon vixia hf dual card camrcorder formated card but thing still read exfatso mounted onto samsung galaxy anyway said something corrupt file ever asked wanted format press ok yeap work read gig got gig baby amazon warehouse deal bought two but cancelled one no stock but still showing stock oh well really needed one got greedy awesome fast card :,2
excelent product sandisk already gotten u used work perfecty gopro hero speed always includes adapter make versatile product sandisk,2
sandisk best brand oppinion gb great size put music video etc recommend perfect size gb,2
memory combined elago mobile nano ii usb work like charm give lot storage space great flexibility great memory,2
cheap fast tranfers right device right usb port tested static etc resistant stuff anything happens update cheap eficcient,2
got deal day recommend checking super price gb capacity great deal,2
great buy cheaper store fit galaxy perfect music photo fast speed functionality sandisk gb ultra,2
no problem memory card owned couple year transfered phone phone no problem but nothing astounding,2
know armed android tablet wearing three wolf tshirt envy geek girl uncontrollably attracted asian maleness win win situation,2
using not issue taking picture video lot copy paste delete little gb sd card not like sandisk gb last month small note not sure color design feel card red gray little thicker regular black sd card also need use little force get card digital cam bright side not worry dropping cd card like others since not slide try getting good solid product,2
everything need best faster microsd market exxecent choice ordered recomended best,2
definitely needed memory phone plenty storage purchased affordable price yay,2
everyone need camera gps phone gadget go faster wit real high speed memory sometimes think example camera slow recover open photo gps spend lot time charging route phone game think lot using fast memory reduces lot time battery gadget no need spend time charging file great,2
reformatted disk utility mac fat work well device nokia n work well reformatted fat,2
class best sandisk let except one time lock unlock broke gig sdhc card bought well hundred different memory card de say bad run work great son wife touch pad get one sale great class best,2
work worked well one day died month bought know think happen memory card happened another card but another story luckily sandisk decent customer service send new card actually easy work contacted email hopefully go well end well good worked,1
bought lg l android phone phone stayed speed average problem broke within month data broke within month,0
no problem micro sd work work know work even work,2
amazed buy gb nonvolatile memory little used new sony hdr action camcorder no problem good price,2
got sansa clipzip hold song computer cd downloaded great extra data needed good product,2
work great nothing say must change policy write review ever work great,2
shipped right away packaged well work well gopro camera great product,2
looking maximum storage could add sd card slot samsung galaxy samsung recommends using standard microsd card microsdxc card work perfectly offer great speed need card expand galaxy storage go card perfect expanding storage samsung galaxy,2
san disk ultra gb micro memory card work really well card tiny but card come adapter use gopro sandisk ultra gb micro,2
microsdhc card make job pretty well fast enough rely data mobile device complaint far job good price,2
buy several hundred dollar worth product add cheap sd card shame go class sandisk card fast reliable use lumix camera brother bought galaxy mini great android smartphones camera etc,2
great card fast write time excellent use dslr gopro camera used save photo movie fast dependable memory card digital camera,2
installed card wife cel phone would gone bigger but big phone would take excellent transaction,2
added dell venue pro extra storage space popped card holder tablet inserted memory card tablet recognized right away read write time fast ssd drive tablet no complaint work great,2
anyone curious work garmin gpsmap line handhelds yes gb recognized maxing baby every map get hand no issue forum may believe gb limitation but simply fat format card gb limit file size but fine individual garmin map gb work great garmin,2
chip replaces previously fried offbrand microsd far performed flawlessly fails update review droid razr smartphone work nice,2
worth spent buying store use galaxy note galaxy note perfect,2
whats not like always buy brand card drive never failed trusted name storage,2
bought card originally galaxy note ii intention using primary downloader but could not get format correctly phone even using third party format software tried galaxy tab plus problem finally ridiculously put card nikon camera could take whopping k photo high large setting not would ever need take many photo one session last option use card worked well taking photo holiday thankfully not fail could get photo onto computer since inserted back camera reformatted like always bam one photo good failure every single time gb card capable taking storing one photo time must run fix file system computer waste money card priced not really faster card zero longevity may one but think problem created proprietary format exfat make card loser point poor customer buy update july contacting sandisk offered rma but first must verify not tried recover wipe data card must ship expense taiwan since emailed reply requested information date purchase photo card packaging ect told data data could accessed card would wiped give information stored card make less happy guessing want discourage return would want send data company not knowing access information contained would wiped card but unreadable unable format unable anything send hoping information destroyed along bad card sandisk asking whole lot customer since card gone bad several card go bad well seems whole lot card shipped die short time period used love product older flash drive great still using micro cruzer year old going strong not one single microsd card company last three month since moved philippine either send junk philippine dropped qc business model create higher profit margin update emailing sandisk expressing displeasure return item intact assess card look recover ever personal information may stored card rescinded assume want get card back verify bad make sure not trying get free card understand instead requiring send card back asked cut card send photo destroyed card could process new card sent directly philippine hammered pretty hard review email sent regarding bad card sometimes get result case give star right thing no problem cutting card since would not operate device anyway but problem returning device intact knowing information stored card banking amazon account info password ect would kept card destroyed never bought another sandisk faith restoring gesture not remove list company avoid hope get better qc returned another defective card retailer yesterday find must original packaging replacement lucky still one package but since bought several card not sure gave matching package card returned would suggest like several device dslr galaxy tab galaxy note sii lg p find way mark card package keep package case card go bad half sandisk gb card fail less month buy card available area best scary high failure rate month using card nothing but error expensive junk,0
got far best microsd card market fast easy set using samsung galaxy work flawlessly well worth money great product great deal,2
popped nvidia shield worked instantly transfer faster transfer internal storage working great shield,2
ordered card part lighning deal back november card working fine galaxy week ago would intermittently not recognized phone desktop computer today month later died completely guess really get pay not built last,0
price goodthe looking nicethe speed goodit came adaptershipping speed excellenti used surface pro samsung galaxy iii working good boththis good choice : good,2
responsible seller excellent product excellent,2
nice deal gb mirosd card ideal cellphone storage space immense like need wish price lower gb one nice,2
expanded storage space gb note check online see make phone think native space fast enough capture hd video mp photo would definitely recommend work great galaxy note,2
purchased item galaxy work wonderful no problem pulling information downloading music movie pic love price,2
since wireless carrier sell version gb memory wanted something add bit storage space phone got sale happier performs far working great galaxy,2
bought memory card sandisk reputation class speed use samsung galaxy tablet class speed really impressive memory card write memory picture fast take loading music almost instantaneous minute music video load second highly recommend tablet smartphone expandable memory class speed sandisk reliability worth every penny sandisk best available,2
real life use copying compressed file card clock barely half advertised speeds: mb read mb write averaged testing several sd slot usb connected pcie connected several computer plus released smartphone unimpressed marketing sd card vendor maker actual raw size also gb find fascinating flash device ever manufactured power two component kb b usual results: half advertised speed,0
great storage android phone practically unlimited space music easy install reliable far job huge storage,2
definitely class work intended transferred large video file tv show movie rate mb consistently played file transferred tf p p bluray played without problem great card class,2
update:this card stopped working late february month regular use similar complaint card star review first thought phone not able find card would often spontaneously dismount frequent repeated alert format card formatting card cured problem day two plugged desktop directly thing happened got another card another brand everything working well since early march card not phone but card fault poor longevity price right but end not worth need buy another card replace amazon cover day consider expensive day experiment willing try brand card would not recommend similar users: worked great month,0
best class happy amazon offered good price recommend everyone far work everything used best class,2
used tested memory card gopro hero black edition everything work great no problem great gopro hero,2
say micro sd card use sandisk sansa clip worked perfectly no error work,2
work like charm expand tablet capacity lot space apps music video without worry work like charm,2
got memory card instead gopro site saved money card work awesome card hour frame per second hour frame frame gopro burning battery way could ever fill card prefer smaller card card dy less catastrophe also dont pay premium larger card however long time lapse battery source large card nice work gopro silver,2
pro bigest memory microsd card gb format modern device not gb format modern device gb gb impossible leats even device say maximum microsd memory gb memory gb card work tested samsung galaxy player galaxy sii siii galaxy note ii phone galaxy note tablet asus transformer work fast perfectly con price but already plenty offer waited patiently finally bought incredible perfect but format well,2
great price card lot place charging sandisk safe bet heard forgery card yet like company card gig give plenty room put lot music photo max phone memory,2
san disk make good card however thing price somewhat high got gb half price download picture twice month instead month price,1
storage lot little thing lot video lot picture great take tablet insert phone also sd adapter place camera no significant speed loss mean notice anything great tf,2
sandisk always great job like year memory work perfect recommend perfect,2
good value money shipping little longer expected but worth wait considering price work great go pro hero black edition great value money,2
company capable making reliable micro sd gig reality company capable making fully reliable sd card period size type despite galaxy phone issue card excellent read spead format speed decent write speed upgraded gig sandisk paid mere buck smart phone absolutely no issue complete side note amazed capability fit gig micro sd love friend run tiny homemade built pc gig sandisk harddrive work brilliantly swear sandisk,2
impressed speed gb micro sdhc good performance data read write fast memory,2
device bought galaxy tab work well price decent not issue disk great,2
bought memory card new samsung galaxy note mobile work perfectly turn phone take back cover insert card reassemble simple turned phone checked storage external microsd card phone show total space card gb but think function phone using space housekeeping not shortcoming card like title indicates no hassle memory card supposed no mus no fuss work,2
used record video riding quad usually battery camera dy run space memory card work gopro hero camer,2
got tablet used brand thing reliable brand never worry quality san disc quality,2
no problem already purchased would totally recomment storing photo movie great holding lot info,2
simply put gb extra storage space samsung sgh not think possible samsung recommends using gb microsd phone tried format card using phone like reviewer mentioned but work phone kept recognizing microsd card blank however using easeus partition master home edition downloaded pc yeah free convert fat finally worked work samsung galaxy note phone,2
sandisk make lot claim card questionable two high capacity low price certainly make useful not answer recording need first not use gopro hero later model despite sandisk claim card cannot handle demand true hd recording gopro removed list recommended card caused camera lock turn even mycanon vixia hf flash memory high definition camcorder technology year old sandisk ultra card not meet requirement shooting fxp mode x mbps even though camera say class required firmware update gopro fixed issue hero hero camera but throttling recording speed card e lowering quality recording slightly shortcoming aside sandisk ultra shoot xp mode x vixia hf work setting acontourroam waterproof hd p water proof temperature proof x ray proof shock proof say contourroam waterproof camera even non waterproof card safe submersion housing ultra functioned weather dropped validity claim temperature shock proof guess find whether x ray proof next time go airport performance not class,1
bought two new telephone work fine needed extra picture phone picture take lot room but worry running room good buy,2
card work great formatted phone copied data installed work fast work well bionic user,2
snagged cell phone upgraded old gb sd card refusing replace last year old card not specify class cheapest could get feeling slowest anywho plugged card transferred song pc phone second old card would taken around minute upgraded card cheap miser like definitely missing knew class,2
work flawlessly note edition get bout gb usable storage thing noticed fair likely tablet app stutter watching hd movie either downloaded fro google play samsung hub use free gift card came tablet something not noticed real lag stutter using camera app seems fair price earlier year great product work,2
purchased primarily use gopro camera come one surprise mimi disc not high memory speed also came full size adapter great price good value great price,2
micro sd card really gb class many bogus device but real mccoy tested different android sd card tester report class read write problem sd adapter not work use another one great micro sd card good price really class,2
product met expectation easy install work would expect shipping fast usual met expectation,2
good havent come accros issue shipping fast well protected come adapter well little platic case good,2
good price searched everywhere locally find better price work fine galaxy tab good price,2
say unlike people know also handle cold temperature well meet expectation,1
stick always served well new chip go new asus trans merry christmas nice,2
need card use one galaxy strong performer no complaint highly satisfied work great great price,2
work great fast bought galaxy note lot picture movie phone pretty good deal bad iphone ipads option work great fast,2
work perfectly well samsung galaxy without format configuration word warning adapter come micro card tight fit arduous removing micro card adapter work well affordable,2
work great android fast hold ton music work well much say memory card : great,2
purchased samsung galaxy could expand memory card phone came gb cranked gb buying much memory already installed would much expensive half dozen album around tv episode maybe full length movie card room spare nice sitting long plane ride problem occurred day put card gave error message but removed reseated card no problem none month since bought galaxy,2
figured liking exfat file structure formatted fat work quite well know phone card not test elsewhere but see mb speed work good enough phone best option biggest storage p video no issue no problem read write stability overall happy bought installed samsung galaxy,2
work perfectly gopro hero ask price no issue card date work great,2
used micro sd card samsung galaxy tab watching video stored card ago video quit playing message sorry file cannot played appeared screen checked e file explorer found apps movie music etc stored micro sd card gone card apparently totally blank inserted card desktop computer computer said card reformatted could used tried reformat ntfs ex fat fat time computer said unable complete operation guess card dead little month ordered card sep died today feb,0
worked great samsung galaxy failed month tried contacting samsung via warranty form website not luck gave bought different gb card newegg com hopefully one last longer failed month,0
nice gb micro sd card using one samsung another one samsung mini phone use full storage amount read write seems fast come nice little micro sd sd adapter easy use laptop transferring file easy fast,2
installed phone take advantage extra space downloaded movie game seems fast cool sweet,2
went update garmin gps latest map told entire map fit u canada mexico said could put map sd card get whole map set else pick portion lower state even fit entire u understand everything fit picked sd card unit worked perfect entire map set gps always leave sd card unit big deal using sd card anything else work great garmin gps,2
sd card showed little gb available gb card bare minimum accept without sending back normally happy brand name sd card buy amazon though price paid particular card expectation higher gb storage little short,1
got wife samsung galaxy tab christmas took awhile start figuring thing led course wanting watch movie signal spring action wanted prevent running wild buying digital copy every movie already dvd blu ray play dvd blu ray movie device but use computer dvd blu ray drive commonplace third party software convert movie format mp several type video file played tablet since particular tablet capable playing high definition video screen resolution x pixel want use high def capability conversion file tend pretty large average gb per movie way big stored tablet limited internal memory tablet microsd slot sandisk flash memory come make huge mp store separately terabyte drive load many chip show tablet separate memory source pull one movie file card hit play use device standard video player get app control watching high def video tablet streaming data memory card rather tablet internal memory requires memory card high read speed sandisk card class rating fill bill difference cheaper microsd primarily designed simple data storage microsd designed higher active transfer read speed class designation generally mean subject card transfer data minimum rate mb per second sandisk ultra card capable transferring data speed mb per second depending speed device using particular way using device frustration free packaging mean chip sd adapter plastic case come little sealed cardboard envelope pull tab opener card come pre formatted android use galaxy tab watching high def mp movie thus far flawless finally let get burned counterfeiter trying save buck pricing memory tends fluctuate amazon current pricing card competitive vendor selling genuine sandisk ultra memory buy amazon trustworthy vendor learned hard way memory card counterfeited huge number counterfeiter placing sandisk labeling packaging inferior generic microsd selling bogus chip ebay anywhere else bought three amazon got burned chinese seller ebay counterfeit packaging labeling good enough fool actually tried one chip galaxy tab write speed amount time take transfer file onto microsd card dramatically worse speed genuine sandisk ultra card read speed totally inadequate playing movie galaxy tab may never figured already one genuine sandisk ultra compare fake want best reliable memory microsd slot shiny new android device look no gold standard latest android device,2
got use cobra dashcam cam came card but small seemed one two glitch playback sandisk card big no glitch great price mark get two three,2
sandisk seems reliable not good product but good price always good memory card period great stuff,2
card rave review decided get use new gopro hero camera liked high capacity class would allow maximize feature camera soon arrived popped camera quick test run successful packed luggage snorkeling trip day taking awesome footage camera sd card started resulting sd card error made data unrecoverable fortunately still time trip go get different memory card better reliability memory card appear hit miss case miss not recommend card purchase appears company problem quality control process see review either overwhelmingly positive case star negative look though accept certain amount faulty memory card unfortunately missed window return card travelling stuck useless micro sd card better luck kingston transcend brand lexar samsung also served well past no longer purchase sandisk product recommend would either but swayed review make sure thoroughly test purchase actually need sd card error made card useless minimal use,0
great price delivered front door could ask access speed quick enough phone note no issue thus far great phone,2
sandisk finally admits defective micro sd card cause battery failure galaxy mine six month failed completely submitted complaint sandisk await response dont buy galaxy,0
downloaded eraseus formatted fat k cluster mounted either no problem see nada instability but not coool thing actually two one sd slot one power port via samsung sd usb adapter soooo g actually gb imagine actually but maybe run linux port web server bad external storage limit io ssung tab,2
plenty extra storage load lot movie high definition music boat load stuff loving sandisk ultra gb sd card,2
nice addition roku player tablet believe came sd adapter plug sd card slot computer sd device dependable nice additional storage buffer roku player tablet,2
got time issue got samsung note far plently space left work like champ,2
not pushed card writing reading ton video anything but seems work fine work well,2
work great galaxy note anything but pop phone phone rest work perfect,2
work perfectly ask better card price good got two one smart phone wife love finaly got lot free space sandisk ultra gb microsdxc class uhs memory card adapter work perfectly,2
great capacity never reformat blue tooth transfer work great previous phone memory card great phone,2
bought new galaxy iii say super fast loading insert no problem glitch far got deal day bargain great responsive memory card,2
tried different sd card grpro hero black edition record k downwards none card able use full range recording stop second card make record k k etc different fps card full battery run empty maybe lucky lot people said sandisk always giving freezing problem but still go never problem loving work gopro black,2
liked much bought nd first put samsung galaxy player second samsung galaxy g phone card easily hold mp apps card noticeably faster cheaper card speed card first boot device see apps get loaded within second want good gb mini sd card one nice quick,2
work intended notice difference memory card typing meet minimum word required work fine,2
used memory card shooting video gopro camera picture canon digital slr never issue continue use memory card camera reliable,2
good purchase satisfied card would definitely purchase another one would advise everyone purchase one sandisk ultra gb microsdhc class uhs,2
no problem love,2
needed put new tablet exactly described work great no complaint would recommend others price good buy,2
easy use non stick bulit well would buy no question hope last longer last issue longevity last one lasted less year price last longer excellant product,2
charge retailer sd card ridiculous always order via amazon never dissapointment great sd card work great expected awesome work great beat price,2
great hold anticipated love granddaughter love put music sandisk ultra gb memory card,2
great tiny thing hold much tablet smartphone love much got gb one great product,2
go wrong sandisk use product tablet camera flash drive application yet bad product sandisk use gb micro sd cell phone come fast reliable happy camper price right great value great product great name,2
work galaxy note phone recognizes read gb available sturdy card fit perfectly come adapter place device best format card device read also want class rating ultra cool,2
bought galaxy note add ton storage phone store video song fast,2
good price card necessary excellent quality work high speed maintaining data faithfully good,2
got expand memory samsung tablet increased ability store photo good purchase expand memory tablet,2
card year worked great backup storage source digital camcorder p seems keep fine function perfectly albeit minor nit microsdhc sdhc adapter seems not work card reader not sure but worth removing star reliable fast microsdhc card,2
ordered used galaxy note wife razr month noticed would cause phone freeze phone would start showing mounting unmounting sd card early but toward end froze phone trashed card phone worked fine bought different brand no trouble since know red gray one issue but stay away fail month,0
put family member android phone zero issue exactly would expect type product no problem,2
bought android phone tablet love gb ton storage class uhs fast uhs awesome,2
purchased month ago product still working well data loss issue product work expected,2
got card supplement built gb galaxy note card provides superb internal xfer speed phone well pc using note usb port great card great price,2
hard say much memory card work expected since class fast since gb plenty space music picture video big fast cheap,2
bought installed droid razrm never removed died little month not store apps anything picture video phone lasted month,0
bought gopro record anything microsdhc class memory card problem solved therefore star great solution problem,2
bought gopro black edition using product little month lot experience different micro sd product right us microsd exactly supposed far: stay way rarely even think work work great gopro black edition,2
samsung galaxy note love house music picture without issue seem like r w speed bit slow but really complain good sd card,2
solid card use gopro hold data read write speed impressive get pay,2
work movie song saved play tablet love advertized,2
look review see card seems failure rate incompatibility device bought card november worked great card started failing galaxy note beginning january reformatting trying card device still not work please understand not user error but appear something wrong card tried card different phone stock jelly bean ice cream sandwich cyanogenmod custom firmware device problem say blank sd card unsupported filesystem even formatting card window using android not seem fix issue happy find good price large microsd card but sadly look like get pay appear people luck might worth gamble feeling lucky buy card would wise double check backup process make sure not lose picture video problem glad used dropbox phone not lose picture video worked month stopped,0
game gb day card great storing high graphic game note extsd intsd mod go sd card but think internal storage exactly needed huge amount storage,2
know bought but glad gb would good bought considering huge itunes collection gb would increase pas gb bought problem since playstation plus account bought sony music unlimited reduced price buck left pretty much entire music catalog palm hard without wasting single gb memory still love product work would definitely recommend perfect,2
not bad product got blackberry z format phone software but afterwards worked like charm couple month no problem class gig no complaint reason give star particularly outstanding way but pretty simple product job no problem good go job quite well,2
believe gb fit small space blow mind first computer half gb hard drive size book sorcery legit card,2
product served well last two month lot storage reasonably priced work great provides lot storage,2
bought sandisk ultra gb new samsung galaxy faster type memory like think read writes fast feel like but phone know highend dslr notice difference pleased sandisk ultra gb,2
card extremely fast order leverage full capability card reader device must support uhs however also fast class device love card,2
came easy open package installed right away new samsung galaxy note edition work great great memory card,2
fit appears worki not yet issue cardhowever using week comment based experience thus farif position change delete postso reading no problem occurred thus far no problem thus far,2
super low price expanding storage bn hd nook buy gb version save money spend buck microsd card double storage use adapter easily pop laptop pc easily transfer file go better yet buy two use bn hd nook,2
work fine recording hd video copying movie fast fast reliable,2
sandisk quality failed moving another brand three memory card fail short order sandisk quality failed moving another,0
ordered card friend shipped prime week friend still card ok called amazon new card mail day overnight ed great service amazon part micro sd card say know use one dumb walk traffic small shipping error but handled great good job amazon,2
got shoot hd working really well far handling hd recording playback great working really well gopro black,2
know buy sandisk confident fast reliable product worked great netbook minute super fast,2
card able transfer picture movie music toast hard drive cell phone fast although necessarily believe need fastest card cell phone afford would get snappy cell phone able process write sd card extremely fast make happy fast card,2
bought pair amazon cyber monday sale ea one working great galaxy synched around song minute using mediamonkey mtp mode going use sd adapter backup dslr but long p video test no issue made primary card sent old gb sdhc bottom camera bag wish bought,2
dont need extra card five star,2
could let thing bang around pocket full key coin accidentally course still come working great sandisk make great sd sdhc microsdhc product one affordable easy use storage also came sd card adapter used move picture file onto chromebook ease fail put clumsy owner,2
price spot less gb storage nice solid design easy mount recognized card immediately samsung galaxy ii tablet never error read write speed amazingly fast fool go another brand,2
loved card well worth good size tooif anyone question please dont afraid ask id happy answer fast,2
use many technological device work like charm actually get class speed time literally probably related read write speed let remind said earlier many platform tablet samsung galaxy camera pc ect work like charm good job sandisk not let love number plenty reason,2
bought replacement another gb micro sd card two year died day ago no issue yet loaded fine read write speed seem fine able transfer gb data minute using note no issue replacement team gb,2
expectected bougth use gopro work perfectly recommend acomplishes mission,2
card special offer kept couple fast affordable say more: sandisk sandisk warranty,2
nice addition note inch wifi excellent know brand use camera nikon happy unit memory give flexibility class ten quick nice addition galaxy note inch wifi,2
plugged play galaxy cheap extra gb want phone pay u per gb year contract carrier not remember last time downloaded picture pc took hundred mp picture bunch full hd video around mp still space love phone tablet support capacity idiot dont buy,2
bought one add standard one already purchased size speed price worth fast data access speed,2
wanted one badly fact ordered two aside someone stealing first package sent glad could go amazon see super cheap price delivered day quicker could go get one living nyc ton stuff quickly load onto put asus transformer instead waiting super slow usb cable transfer directly tablet one put galaxy sheer overkill but dont worry running space great product cheapest price,2
file system shipped might not appropriate phone but stick format phone good go work pretty much android phone microsd,2
work great excellent speed formatted fat new samsung galaxy note memory let load larger game apps gl sd medium file main internal memory fast fast smartphone,2
package arrived estimated time well done installed galexy optimus pro recognized immediately working well expanding room pic apps added space,2
lot storage space phone let lot music rom live without card high speed,2
lot memory work fine gopro camera thought little expensive but see real price store totally change mind good,2
tried memory card really bad result finally decided go sandisk may little bit expensive others but ultimately reliable value money,2
bought month use samsung galaxy failed could no longer seen contacted support said send get replaced expensive buying new one beware,0
sandisk great product around bought son samsung galaxy tab fit perfectly thrown three movie already planning adding couple would definitely guy great buy,2
work great samsung galaxy no problem good speed price right go wrong also tested gopro also work well no complaint,2
bought two different time retail packaging android model number matched packaging first one gb tested dd built sd card reader mbp gfr sd usb device get mb average write speed would bounce class speed supposed minimum not maximum r w hdd bottleneck neither uhs compliant but least able get class rating read mb pretty accurate second one gb tested watching activity monitor see ballpark bounced copying hard drive ram disk sound like probably class read speed ram disk mb quality varies wildly,1
use samsung galaxy spacious hold large chunk music library happy stability problem seems reasonably fast purpose no complaint work great galaxy,2
bought samsung tab pc camera cell phone great little drive store music file price excellent well fast shipping packed well great deal way around excellent high speed memory card,2
recently switched iphone trying get used lack board memory card work well memory used picture still working way around actual phone memory but serf well perfect phone,2
bought two one wife one self great price fill bill great expanded memory samsung g iii andoid great smartphones,2
bought use stealthcam included adapter use tablet acer far card worked flawlessly application chose use microsd card make possible copy picture trail camera using tablet wood remove need dedicated viewer tote laptop extra card great microsd card,2
happy gotten steal price definitely lot space need gopro dslr camera but much better less sale good thing,2
got one wife work perfect frustration free packaging nice open package get right product anything special put worked immediately no issue work great,2
got samsung month no longer accessible first message got phone unformatted sd card installed next even recognize card inserted different card phone able recognize play music not phone also tried desktop read card no go either crashed unrecoverable,0
not know g issue reading card size but eventually remove card purchase transcend gb class card check phone problem got opened packet popped right recognized able start using taking shot video immediately saved card without hangup old class card used couple day noticed would take shot phone would give error could not save sd card would reboot fix scrolling gallery sd card would freeze app would crash moved could formatted card but thing kept happening since installing new transcend gb card no issue maybe phone but think enough complaint g owner little skeptical card phone play nice galaxy,1
carry ton digital content phone never want run space fast micro sd card give gb usable space samsung galaxy note ii take picture second listening music fast efficient ton storage ask billh size matter :,2
purchased based recommendation reviewer dash camera also purchased no issue work work great dash camera,2
couple crap but far one first heavy duty one fast responsive hope last better others quick reliable,2
always used sandisk product but disappointment totally failed galaxy month order another brand but no sandisk worked month totally failed,0
said great work fast never unmounts randomly use bump music samsung g note tab tab always work would suggest anyone price another nice thing color make easier find dropped gb greatness,2
say far remembers everything told no sign alzheimer date far not seen stare space talk child complain different music first started storing music say much data changed back day nope still young pretty fast no arthritis bit byte memory,2
bought two one one husband work great feel good lot space smart phone save picture movie taken etc great price,2
paid less shipped door mth no problem formatting fat fast internal memory note great buy,2
high quality easy use product ready insert go no problem capacity packaging excellent value,2
expect problem either great sandisk quality decent price speed rated happy sandisk quality,2
satisfied speed space little guy note: need format cellphone capable using micro sd xc card reader compatible sd xc not see gb got couple error formatted first computer sd hc reader not xc but working fine great formatting requires extra step,2
bought surface rt tablet work great love came adapter great,2
recently bought microsoft surface rt tablet used gb version memory card worked great problem heard surface rt could expanded gb immediately looked great deal online behold amazon offered card prime eligible woo hoo no brainer quickly ordered inexpensive upgrade like predecessor come memory card sd card adapter small plastic case installing card super easy surface line slot push till click no formatting required card run quite fast normally buy sandisk extreme memory card faster but particular card no problem running video file playing music anyway get card surface rt tablet format well card already formatted risk messing card pop enjoy greater space surface note: far know cannot install surface apps onto memory card medium file document still card great upgrade highly recommend great inexpensive upgrade microsoft surface tablet,2
got memory card gift use new contourroam camera according lot user work camera even technical team contour told not optimistic ultra memory sandisk work camera still ultra memory worked contour roam,2
great product affordable price no messing sandisk quality gig plenty room store anything everything want love,2
formatted card ntfs loaded bunch kid favorite movie tv show transfer seem pretty speedy even playing hd content load storage small package,2
card met requirement wanted gb card adapter wanted faster card c worked box no problem bought time one mine one wife smartphone samsung galaxy centura satisfied microsdhc c,2
light user store lot medium phone play lot game watch lot video keep medium music photo doc etc backup notice much lag lag notice maybe every couple month attribute phone not card shutdown start usually solves great way space ever use not heavy user may not need much storage space but not get know never run space gb working great droid bionic,2
worked purchased started dying one one none no longer work worked,0
perfect described great buy,2
sandisk best moist reliable memory card perfect fit new galaxy note smartphone sandisk best,2
good storage five star,2
placed sandisk gb micro sdxc card galaxy phone phone see card tell card gb space available far good update review card stop working nice gb micro sdxc card,2
searched inexpensive gb micosdxc card new samsung galaxy note edition gb tablet one caught eye regarding positive comment price note christmas gift used medium entertainment business travel replacement aging toshiba notebook no problem install card recognized upon boot installation require great transfer speed task quick test using e file explorer copying mb medium file tablet o card expansion card yielded mb write mb read speed sufficient task bonus added card shopping cart following day price dropped incentive needed push place order button speak much reliability since card installed less two week far stable no problem,2
excellent product high capacity well made hold many pic movie music gift camera buff always wanted hi capacity item sandisk job,2
got card month ago used note failed no matter try attempt format drive edit file whether using computer phone failed card data essentially read saving grace since could least save data previous issue corrupting photo randomly increasing regularity grew closer complete failure going avoiding sandisk possible card failed read format write corrupted photo,0
